Corto Plazo,Casa con Hipoteca,Casa Propia,Monto de prestamo,Valor de credito,Ingreso Anual,Años en trabajo actual,Deuda Mensual,Historial Crediticio,Meses desde la ultima mora,Numero de cuentas abiertas,Nro de problemas crediticios,Balance de credito actual,Maximo monto de credito,Quiebras,Gravamenes fiscales
1,0,0,99999999,721,1649238,10,17179.61,19.5,24,6,0,260300,318956,0,0
0,1,0,123574,7250,543286,1,11001.38,19.4,79,8,1,69635,187528,1,0
0,1,0,397672,750,799444,4,15722.31,41.5,34.97417954,9,0,472454,5946204,0,0
0,1,0,665148,730,2202043,1,19267.9,16.4,38,13,0,369816,866800,0,0
0,0,0,99999999,656,1003428,7,14633.42,11.4,46,9,0,148637,277596,0,0
1,1,0,440968,692,873734,6,13761.32,17,49,6,0,287565,351978,0,0
0,0,1,52844,747,2092090,1,22664.34,17.5,5,11,0,1596,616616,0,0
0,1,0,26532,708,763724,8,1546.41,11.7,34.97417954,3,0,237937,276320,0,0
1,1,0,668184,643,1538848,3,20005.1,11.2,34.97417954,8,0,342114,656920,0,0
0,1,0,99999999,710,492328,3,10338.66,33.9,5,12,0,569183,710182,0,0
0,0,0,162404,713,583433,1,3850.73,9.1,34.97417954,6,0,49248,60610,0,0
0,0,0,286110,677,676476,9,14262.35,16.7,42,7,1,142063,243694,0,0
0,1,0,131516,732,757264,10,7888.23,18.9,14,8,2,187245,379060,1,0
0,0,0,63052,718,515432,1,10909.99,12.1,34.97417954,10,0,33155,599984,0,0
1,1,0,216612,715,1496592,10,15589.5,17,34.97417954,17,0,327370,621390,0,0
0,1,0,52932,1130.805251,1375928.88,2,54124.35,21.1,45,17,0,684019,1001308,0,0
0,0,0,199166,698,952945,1,476.52,5.8,34.97417954,3,0,26391,132330,0,0
0,1,0,26664,1130.805251,1375928.88,6,29939.06,31,34.97417954,9,0,634106,784432,0,0
1,1,0,422510,697,1600788,10,2347.83,18.1,10,6,0,34903,222002,0,0
0,0,0,67166,741,707579,4,1586.31,21.5,0,4,0,28842,100606,0.115540473,0
0,1,0,214852,703,1150431,6,7640.66,17.9,58,5,0,82422,107470,0,0
0,0,0,138688,686,649344,1,11688.23,15.6,50,19,1,100111,163262,1,0
0,0,0,99999999,747,768151,6,16259.25,15.9,34.97417954,28,0,81263,653444,0,0
0,1,0,110792,717,1971022,1,30764.23,17.6,16,9,0,154945,201608,0,0
0,0,0,222552,715,2421778,10,17900.85,13.3,34.97417954,8,0,251636,349360,0,0
0,1,0,129140,712,864329,2,6856.91,18.6,11,6,0,24681,166166,0,0
0,1,0,66418,751,956080,10,9504.94,29.1,29,6,0,12065,245102,0,0
0,0,0,99999999,709,394269,5,6840.57,9.1,34.97417954,3,0,52516,87230,0,0
0,1,0,178860,1130.805251,1375928.88,3,4865.52,14.9,73,13,0,190323,603724,0,0
0,0,0,201146,1130.805251,1375928.88,2,3568.2,17.4,29,13,1,92093,245718,1,0
0,0,0,99999999,749,963889,4,4988.07,14.9,34.97417954,6,0,6536,473550,0,0
0,1,0,104038,1130.805251,1375928.88,10,26896.02,13.6,34.97417954,6,0,192907,221364,0,0
0,1,0,47916,723,1032669,5,16780.99,14.6,31,14,0,62757,239800,0,0
0,1,0,435732,751,5644710,10,47980.13,41.6,29,11,1,404396,562782,0,1
0,1,0,65956,715,550563,1,5597.21,20.7,18,7,1,129675,237556,1,0
0,0,1,99999999,748,1825102,1,33764.33,21.6,77,16,0,317053,2549404,0,0
0,0,1,199914,725,1151058,3,21486.34,17.1,34.97417954,6,0,276963,799722,0,0
0,0,0,111694,1130.805251,1375928.88,6,12461.72,15.1,68,11,0,53599,328306,0,0
1,1,0,44682,631,636842,5,4691.48,15.2,34.97417954,8,0,73568,131868,0,0
0,0,0,61270,699,793611,5,13954.36,12.3,34.97417954,9,0,7239,139656,0,0
0,0,0,267652,714,770488,1,10529.99,16.4,34.97417954,2,0,8493,17842,0,0
0,0,0,34826,696,1504192,10,17172.77,25,26,7,0,436582,537768,0,0
0,0,0,66572,694,1063772,9,20743.63,8.3,34.97417954,5,0,51243,64350,0,0
1,0,0,310002,658,674006,5,12974.72,13.4,61,5,1,172026,281732,1,0
0,0,0,99999999,736,928720,3,7894.12,17.5,58,7,0,50996,96778,0,0
0,0,0,65538,739,849110,10,5795.19,16.5,37,7,0,80066,277552,0,0
1,0,0,238150,618,1045285,6,4721.31,8.6,21,9,0,79173,201916,0,0
0,0,0,22198,7390,459914,1,5883.16,9.9,34.97417954,5,0,84664,239690,0,0
0,1,0,121308,692,1164168,10,17656.51,24.6,4,9,0,321689,583836,0,0
0,0,0,189838,736,763838,10,10566.47,16.1,20,9,0,103455,370832,0,0
1,0,1,389576,662,873905,2,23158.15,21.2,10,20,0,342893,735262,0,0
0,0,0,85294,729,1232530,2,4991.87,8.8,34.97417954,5,0,1995,92774,0,0
0,0,0,53768,747,463524,1,4643.03,11.9,34.97417954,5,0,0,0,0,0
0,0,1,441320,744,952850,4,11592.85,18.9,34.97417954,10,0,235049,507760,0,0
1,1,0,142670,699,1611295,2,18382.12,13.7,34.97417954,10,1,321556,468336,1,0
0,1,0,238854,1130.805251,1375928.88,10,19724.28,15,5,16,0,242706,693880,0,0
1,1,0,648780,684,1307390,10,2124.58,16.6,34.97417954,6,9,147801,296098,0,9
0,1,0,99999999,750,476482,1,8576.6,21.5,73,14,0,77577,754776,0,0
1,1,0,761992,671,1222156,2,14482.56,15,34.97417954,5,0,861498,1062358,0,0
0,0,0,217008,1130.805251,1375928.88,10,2005.83,13,34.97417954,3,0,66823,173448,0,0
0,0,0,267388,745,2309184,3,20205.36,9.8,34.97417954,12,0,80940,737924,0,0
0,0,0,55792,1130.805251,1375928.88,2,5299.29,11.4,14,7,0,14554,73568,0,0
0,1,0,52162,1130.805251,1375928.88,8,9308.67,11,34.97417954,6,0,55404,80696,0,0
1,1,0,176946,725,993339,5,5024.55,19.1,34.97417954,5,0,62814,150260,0,0
0,0,0,335390,700,1274444,5,20072.36,17.5,58,9,0,120156,190080,0,0
0,0,0,118844,721,1269010,10,25803.14,16.5,16,8,0,475703,562650,0,0
0,1,0,172414,742,1301386,2,21364.17,13.2,34.97417954,19,0,354160,510686,0,0
1,1,0,757922,729,2786559,10,20504.42,24,34.97417954,7,0,186162,348788,0,0
0,0,0,178860,731,1390154,10,6116.67,15.7,34.97417954,2,0,1425,51700,0,0
0,1,0,107954,684,1407824,1,20999.94,19.2,7,7,0,94202,222596,0,0
1,0,0,176924,720,1623322,3,13351.87,9.6,34.97417954,9,0,152608,296978,0,0
0,0,1,51766,738,1303932,3,17820.48,22.7,15,16,0,30837,371844,0,0
0,0,0,26422,728,319523,2,5325.32,11.8,17,11,0,275880,469062,0,0
1,0,1,314842,673,2832330,6,11518.18,14.8,9,8,0,72865,159808,0,0
0,0,0,370986,6960,967955,4,20972.2,8,34.97417954,7,0,241737,383416,0,0
1,1,0,99999999,725,993339,5,5024.55,19.1,34.97417954,5,0,62814,150260,0,0
0,0,0,107932,747,447431,5,4064.1,10.1,34.97417954,7,0,136268,259072,0,0
0,0,0,26928,1130.805251,1375928.88,1,15004.49,11.8,34.97417954,9,0,7638,144980,0,0
0,1,0,324170,1130.805251,1375928.88,10,12038.02,14.2,10,6,1,152893,283250,1,0
0,0,0,65340,1130.805251,1375928.88,4,16295.16,9.6,34.97417954,16,0,44346,76626,0,0
0,0,0,112574,1130.805251,1375928.88,10,22803.23,18.5,43,7,0,153615,266662,0,0
1,0,0,286484,745,494912,2,742.52,12.2,34.97417954,6,0,73074,395318,0,0
0,1,0,266772,744,959975,3,13839.6,12.6,34.97417954,8,0,190969,277794,0,0
1,0,0,247874,699,1337980,6,30884.88,11.8,34.97417954,13,0,533824,968814,0,0
1,0,0,155848,708,1252499,10,24737.05,14.4,41,10,0,17746,199452,0,0
0,0,0,43824,710,476881,8,5563.58,15.4,53,3,0,14478,87758,0,0
0,0,0,110286,1130.805251,1375928.88,4,3745.66,5.5,34.97417954,12,0,41173,733304,0,0
1,0,0,450120,659,971850,5,13298.29,13.7,34.97417954,6,0,126407,148588,0,0
0,0,0,186340,714,536408,4,12426.95,11.7,13,7,0,23123,42174,0,0
0,0,0,38742,696,707351,10,13086.06,16.5,34.97417954,8,0,181697,256872,0,0
0,1,0,371382,7510,2290944,1,4257.33,18,19,16,0,322848,2225168,0,0
1,1,0,227106,668,673056,10,13573.03,10,44,9,0,108737,220528,0,0
1,1,0,71104,681,1113134,5,7847.57,9,2,7,0,127566,461604,0,0
0,0,0,149644,632,1152901,7,1690.81,10.7,34.97417954,6,0,44042,150854,0,0
1,0,1,554026,669,956935,10,9409.94,21,34.97417954,7,0,219184,1328712,0,0
1,1,0,785950,1130.805251,1375928.88,1,33750.65,32.7,34.97417954,10,0,679630,1359160,0,0
0,0,0,526878,1130.805251,1375928.88,1,33054.11,14,34.97417954,18,0,414618,598598,0,0
0,0,0,172700,714,615220,6,5690.69,12.4,34.97417954,7,0,115140,245080,0,0
0,0,0,78628,683,377302,1,10721.51,8.8,15,15,0,185041,351846,0,0
0,0,0,607376,1130.805251,1375928.88,2,21656.58,17.5,34.97417954,11,0,47044,1602018,0,0
0,0,0,175626,680,1120050,4,8176.46,8,28,4,0,3230,60302,0,0
0,0,0,67430,696,640604,10,6886.55,15.1,77,5,0,10393,98560,0,0
0,0,0,53636,712,1196620,5,37992.4,9.7,14,8,0,310802,486992,0,0
0,0,0,99999999,710,1827876,10,23305.4,26.5,61,6,0,556871,666116,0,0
0,1,0,539198,734,1552224,5,22119.23,28.1,17,16,0,466355,1288738,0,0
0,0,0,217228,697,1031833,6,20464.71,16,79,10,0,345040,423676,0,0
0,0,0,43736,728,566466,2,7505.76,11,34.97417954,12,0,57247,305470,0,0
0,1,0,224246,1130.805251,1375928.88,2,9610.77,26,34.97417954,6,0,0,0,0,0
0,1,0,99999999,695,869288,10,10214.02,14,25,12,1,115938,228294,1,0
0,0,0,264638,736,1523724,4,5828.25,19.6,34.97417954,6,0,168853,211596,0,0
0,0,0,125818,746,517009,4,10727.78,9.1,34.97417954,19,0,112404,283558,0,0
0,0,0,171446,733,1293178,5,24139.12,16,34.97417954,10,0,438843,618156,0,0
0,0,0,326898,750,677578,3,6058.53,21.5,34.97417954,7,0,3990,220000,0,0
0,0,1,134288,1130.805251,1375928.88,10,23368.48,27.6,34.97417954,10,0,753255,1155220,0,0
0,0,1,114554,7090,277970,10,3937.94,15.7,34.97417954,11,1,182761,3712786,1,0
0,0,0,54120,717,779000,1,18890.75,25.9,34.97417954,10,0,22515,543070,0,0
1,1,0,261008,742,845348,4,8925.44,14.4,34.97417954,9,0,0,0,0,0
1,1,0,245850,1130.805251,1375928.88,5,13953.22,17.4,38,12,0,150594,382404,0,0
0,1,0,144012,699,1243645,9,20105.61,17.1,34.97417954,5,0,149473,177320,0,0
0,0,0,323224,676,622478,4,5498.6,9,34.97417954,9,0,142804,281688,0,0
0,0,0,334554,736,990565,5,18407.96,10.1,34.97417954,8,0,293873,454894,0,0
0,0,0,100694,747,301492,3,2570.32,32.1,34.97417954,4,0,93157,723910,0,0
0,1,0,223608,1130.805251,1375928.88,10,5020.94,22.3,10,7,0,148846,308330,0,0
0,1,0,198902,712,532646,4,2672.16,14.8,34.97417954,11,0,90440,364892,0,0
0,0,1,99999999,740,1889740,10,26141.34,24,34.97417954,16,0,528086,1306580,0,0
0,1,0,392832,748,1413600,10,12486.8,22.9,34.97417954,12,0,108319,1279828,0,0
0,0,0,89496,711,1545992,3,26578.15,16.3,34.97417954,7,0,289085,368236,0,0
0,1,0,112156,751,980153,4,5962.58,11,34.97417954,8,0,722,92202,0,0
0,0,0,99999999,743,948005,1,11929.15,18.3,34.97417954,6,0,77482,346434,0,0
0,1,0,777480,729,2110273,1,16934.89,12.4,34.97417954,17,0,497914,1871826,0,0
0,0,0,107646,727,1115604,4,18165.71,14.6,34.97417954,8,0,183578,227084,0,0
0,0,0,62018,676,1052220,3,11924.97,11.1,34.97417954,12,0,267368,410058,0,0
1,0,0,92422,747,684133,1,8551.71,29.5,34.97417954,6,0,262010,1487134,0,0
0,0,0,750904,1130.805251,1375928.88,1,16295.54,17.5,33,7,1,108395,220968,1,0
0,0,1,139942,724,1394505,10,14991,16,34.97417954,9,0,222699,312180,0,0
1,0,0,314490,686,679003,4,11939.22,14,34.97417954,7,0,174686,371140,0,0
0,0,0,54340,736,1088662,6,17237.18,16.5,34.97417954,7,0,58767,108702,0,0
0,0,0,64504,743,1051099,8,18306.5,21.8,34.97417954,11,0,536845,944680,0,0
0,1,0,99999999,742,1497124,10,7098.78,18.4,22,7,0,7030,232408,0,0
0,0,0,129360,697,402192,1,1900.38,8.5,34.97417954,3,0,73492,107866,0,0
0,1,0,197670,681,2370972,10,12605.55,23.7,12,10,0,426664,951874,0,0
1,0,0,666600,635,1496820,3,36796.92,23.3,51,16,4,219336,774312,4,0
0,1,0,419914,712,1400509,7,26843.01,24.1,33,9,0,90744,182754,0,0
0,0,0,32868,676,813656,1,9221.27,9.9,34.97417954,7,0,89832,217118,0,0
0,1,0,162272,721,1459865,7,17883.37,17.6,21,9,0,131594,252274,0,0
0,1,0,216304,710,557631,7,9200.94,16.5,81,12,0,141284,398046,0,0
1,1,0,560956,668,3391253,2,35325.56,30.3,22,29,0,570912,2592348,0,0
0,0,0,121440,747,873981,4,17399.63,14.8,34.97417954,8,0,149568,193490,0,0
0,1,0,177386,713,1014961,10,8796.24,21.6,8,7,0,364420,447964,0,0
0,0,0,122936,1130.805251,1375928.88,4,12054.17,22.7,39,6,0,117952,142736,0,0
1,0,0,325248,694,1460663,4,11478.28,19.5,34.97417954,2,0,232788,325138,0,0
0,0,0,150722,1130.805251,1375928.88,1,1879.1,20.6,0,12,0,86298,301884,0.115540473,0
1,1,0,465366,693,1913870,2,28708.05,17.1,46,11,0,612617,789030,0,0
0,0,0,224950,735,815955,4,7010.43,14.6,34.97417954,19,1,78413,123706,1,0
0,0,0,222948,726,776036,5,7566.37,10.2,34.97417954,16,0,34808,424204,0,0
0,0,0,220396,1130.805251,1375928.88,1,32611.79,18,34.97417954,21,0,350379,765490,0,0
0,1,0,300630,748,1650587,10,36367.9,25.3,34.97417954,17,0,453777,1745612,0,0
1,1,0,435534,1130.805251,1375928.88,1,30568.15,21.1,18,5,0,244055,291038,0,0
0,0,0,129382,730,372438,1,1750.47,9.8,34.97417954,2,0,0,0,0,0
0,1,0,87098,1130.805251,1375928.88,10,49126.21,20.7,34.97417954,13,0,852169,1056440,0,0
0,1,0,53922,750,1843456,10,20431.65,25.5,34.97417954,11,0,1242885,62571146,0,0
0,1,0,108416,700,1104755,10,23844.24,15.8,58,15,1,529891,823548,1,0
0,1,0,262636,724,3213204,2,47957.14,18.5,33,19,0,2078942,3630748,0,0
1,1,0,336776,688,1454222,1,27024.08,15.2,11,17,0,527060,1052216,0,0
0,1,0,110374,749,857907,10,8843.74,19.5,34.97417954,5,0,183464,340406,0,0
0,0,0,332024,747,1271214,1,6133.58,11.8,34.97417954,10,0,3724,179850,0,0
1,0,0,397540,709,1130310,1,14694.03,7,34.97417954,12,0,124279,264044,0,0
0,1,0,179916,1130.805251,1375928.88,3,6327.57,16.7,24,7,0,14497,453420,0,0
0,1,0,303974,730,1500088,5,22001.24,12,34.97417954,20,0,326249,493152,0,0
1,1,0,455906,727,3562348,5,49576.13,19.4,34.97417954,14,1,974415,1399838,0,1
0,0,0,766392,747,2269284,1,27042.32,18.2,34.97417954,15,0,35663,174988,0,0
0,0,1,322982,719,1115718,4,19618.07,16.1,34.97417954,29,0,716566,1055626,0,0
0,1,0,65538,1130.805251,1375928.88,10,8222.06,29,72,5,1,33231,152680,0,1
0,1,0,109758,725,1042701,1,15032.42,19.4,13,14,0,211641,366322,0,0
0,1,0,418132,641,1482437,5,26004.54,20.8,39,15,0,257108,334510,0,0
0,0,0,43912,740,720708,1,2882.87,18.9,58,5,0,14573,301158,0,0
1,0,1,438372,627,1476509,8,26208.22,25.5,32,11,0,189354,594176,0,0
0,1,0,79288,1130.805251,1375928.88,10,24193.65,56.5,76,13,0,446785,753038,0,0
0,1,0,99999999,744,1141368,3,23207.74,17.6,49,13,0,60211,435776,0,0
0,0,0,217228,1130.805251,1375928.88,6,20464.71,16,79,10,0,345040,423676,0,0
1,0,0,350812,6590,1181572,6,17418.25,11.4,22,7,0,216467,300520,0,0
0,0,0,258258,7380,775808,1,8553.23,20,52,15,0,2318,79244,0,0
0,0,0,109472,742,1588343,1,24619.25,15.1,34.97417954,14,0,435575,1334278,0,0
0,0,0,163966,743,706952,5,11664.67,11.2,34.97417954,9,0,0,0,0,0
0,0,0,223806,705,1256375,6,9820.53,17,26,7,0,124564,188056,0,0
0,0,0,99999999,749,1644070,2,12878.39,11.5,34.97417954,13,0,135204,1142680,0,0
0,0,0,104566,1130.805251,1375928.88,4,21278.48,12.3,80,14,0,194940,293920,0,0
1,0,1,333102,645,1473849,10,13141.73,28.7,78,16,1,117895,685960,1,0
1,0,0,250052,607,959785,2,5166.86,14.8,74,11,1,93062,257774,1,0
1,1,0,157564,711,1562123,10,31112.31,37.3,34.97417954,14,0,1884040,3468212,0,0
0,0,0,53372,667,672258,10,4918.72,29.8,34,4,0,95950,113366,0,0
0,0,0,99999999,745,668895,2,2146.05,13.5,35,6,0,20748,180620,0,0
1,0,0,757526,685,1495376,10,5196.5,17.5,17,3,0,0,0,0,0
0,0,1,218328,723,659946,1,16608.66,19.4,6,5,0,8607,72138,0,0
0,0,0,152460,698,1354320,2,11624.58,6.2,34.97417954,10,0,121239,559240,0,0
0,1,0,103488,7400,875140,1,23774.51,35.7,34.97417954,12,0,561184,1023308,0,0
1,1,0,448668,635,4165484,10,55192.53,28.8,34.97417954,20,0,1031719,1541452,0,0
0,0,0,317768,6400,763648,6,10563.81,8.8,34.97417954,11,0,321708,419958,0,0
1,1,0,99999999,643,1289834,9,10576.54,15,20,8,0,165509,208758,0,0
1,0,0,661320,6220,1713420,2,1256.47,15.6,34.97417954,3,0,42047,749166,0,0
0,0,0,484462,727,2421322,9,30468.21,17,34.97417954,18,0,509200,1656160,0,0
1,1,0,267256,1130.805251,1375928.88,2,12485.85,17.5,34.97417954,8,0,232275,436590,0,0
0,1,0,739244,688,1596095,10,10560.77,15.4,42,9,0,194883,641080,0,0
0,0,0,323950,691,1128486,1,1956.05,13,34,6,1,47329,340318,1,0
0,0,0,268378,734,881011,10,8369.5,11.7,34.97417954,5,0,122170,521972,0,0
0,1,0,173800,690,750500,3,5741.42,6.3,34.97417954,5,0,110238,162998,0,0
0,0,1,262944,715,794808,5,10862.3,12.5,34.97417954,15,0,208924,376794,0,0
0,0,0,154660,739,890473,5,12934.25,9.9,34.97417954,7,0,305178,440594,0,0
0,0,0,44506,740,672790,1,5034.62,13.6,34.97417954,2,0,25859,33374,0,0
0,0,1,633798,751,1415595,10,20408.09,23.4,34.97417954,12,0,2204,1278508,0,0
0,0,0,258610,735,744496,10,17123.37,22.5,36,11,0,57171,185438,0,0
0,0,0,64768,700,652574,2,10277.86,13.8,34.97417954,5,0,104253,164032,0,0
0,0,1,780780,1130.805251,1375928.88,2,35064.12,20.8,34.97417954,11,0,421705,642488,0,0
0,1,0,153054,703,667850,10,18699.99,15.5,34.97417954,11,0,488471,639804,0,0
0,1,0,177386,724,1532008,10,22724.76,15,34.97417954,8,1,120365,217404,1,0
0,1,0,99999999,730,2793000,4,18224.42,19,7,8,0,58083,75482,0,0
0,0,0,44880,655,969190,2,5330.64,6.3,34.97417954,6,0,45524,123464,0,0
1,0,0,552926,614,1432562,1,27469.25,18.1,34.97417954,11,0,408538,762982,0,0
0,0,0,22176,705,957410,10,19307.61,20.3,34.97417954,5,0,563844,764478,0,0
0,0,0,224818,1130.805251,1375928.88,8,23044.53,11.8,34.97417954,9,0,525559,737638,0,0
0,0,0,43208,693,615581,1,14415.11,13.7,38,14,0,195871,278608,0,0
0,1,0,132000,745,2565000,1,12226.5,20.5,42,8,0,286045,1554982,0,0
0,1,0,78298,734,869364,6,18111.75,20.5,34.97417954,7,0,126464,268686,0,0
0,1,0,99999999,740,880726,8,9856.82,13.9,57,6,0,109231,206338,0,0
0,1,0,215776,1130.805251,1375928.88,5,18945.85,17.6,57,7,0,664316,966328,0,0
1,0,0,158422,665,672125,5,11482.08,11.5,34.97417954,12,0,375383,615648,0,0
0,1,0,125796,1130.805251,1375928.88,10,45070.85,23.3,7,8,0,525559,803880,0,0
0,0,0,54516,1130.805251,1375928.88,4,19473.86,28.6,69,3,0,17765,39248,0,0
1,0,0,106568,735,766840,1,7860.11,21,34.97417954,9,0,292980,783464,0,0
0,1,0,130108,1130.805251,1375928.88,2,11554.28,30.6,23,16,0,69236,311938,0,0
1,1,0,553036,728,1512381,4,18274.77,15.1,30,9,0,305634,643434,0,0
0,1,0,215094,699,1764758,10,42795.22,36.2,34.97417954,14,0,1052372,1464584,0,0
0,1,0,110308,746,1600313,9,40274.49,33.2,21,10,0,111112,216216,0,0
1,1,0,434060,701,1384150,10,33219.41,13.9,34.97417954,21,0,313101,614482,0,0
0,1,0,356004,744,2747970,1,25418.77,15.6,45,11,0,546516,756954,0,0
1,0,0,377850,711,1212029,6,1080.72,18,6,10,0,14972,433444,0,0
1,0,0,197120,6830,617728,6,14465.27,8.4,34.97417954,7,0,187093,321904,0,0
0,0,1,99999999,748,1844900,8,691.98,13,34.97417954,6,0,41078,849266,0,0
0,0,0,39226,732,752856,1,3557.18,16.9,34.97417954,12,0,130568,156992,0,0
0,0,0,88616,1130.805251,1375928.88,1,17434.02,14.9,34.97417954,13,0,304133,620004,0,0
0,0,1,297000,1130.805251,1375928.88,9,7638.95,27,34.97417954,25,0,200944,1011626,0,0
1,0,0,75790,655,649648,1,7855.36,9,34.97417954,12,0,70870,123420,0,0
0,1,0,192786,701,490542,4,6009.13,13.3,34.97417954,7,0,0,0,0,0
0,0,0,86900,705,675526,3,3585.87,12,34.97417954,9,0,9671,211134,0,0
0,0,0,55066,719,722798,10,4240.42,26.8,15,17,0,68552,287584,0,0
0,1,0,450956,720,1830479,6,13347.31,17.5,37,14,0,352564,679250,0,0
0,0,0,116798,707,492518,1,7675.05,17.6,49,3,0,83030,98714,0,0
0,1,0,133540,723,2114453,10,24316.2,27.7,34.97417954,4,1,64752,170434,1,0
0,1,0,632764,1130.805251,1375928.88,2,13861.64,26.6,34.97417954,9,0,342228,637098,0,0
0,1,0,89496,750,1352477,3,25426.56,37.4,34.97417954,11,0,35074,1160126,0,0
0,0,1,133210,743,1533984,6,31574.58,16,55,14,0,241547,421850,0,0
0,1,0,174570,701,1064798,10,23603.32,16.5,33,9,0,134691,205216,0,0
0,1,0,177386,1130.805251,1375928.88,10,8796.24,21.6,8,7,0,364420,447964,0,0
1,1,0,334994,6940,1118644,10,32626.99,16.3,34.97417954,16,0,827089,1348842,0,0
1,1,0,548570,1130.805251,1375928.88,7,5479.6,17.5,34.97417954,9,0,153957,677820,0,0
1,0,0,108834,704,1447344,8,11168.58,11,31,4,0,48868,239778,0,0
1,0,0,108900,724,1222536,4,12021.49,10,34.97417954,7,0,164483,460020,0,0
1,0,0,304392,6660,938885,6,5015.24,8.1,34.97417954,7,0,20729,228602,0,0
0,0,0,153318,745,510701,1,6468.74,11,34.97417954,9,0,137579,394328,0,0
0,0,0,181654,721,659547,5,8629.23,13.3,34.97417954,10,0,137902,431552,0,0
0,1,0,99999999,730,1854514,1,15454.41,14.5,53,11,2,106153,653796,1,1
0,1,0,215028,730,1578501,10,32227.8,17,34.97417954,12,1,388056,638242,1,0
0,1,0,134156,709,2027718,2,12757.74,11.5,61,8,0,194446,493746,0,0
0,0,0,129602,719,1212656,5,26476.12,11,34.97417954,6,0,172064,211728,0,0
1,1,0,112750,697,1871367,1,38362.9,21.7,21,16,0,114589,236918,0,0
0,0,0,33264,742,1662234,10,12632.91,20.2,34.97417954,9,0,137465,168608,0,0
0,1,0,99999999,750,1860100,2,17050.79,25.5,34.97417954,15,0,235486,1736702,0,0
0,0,0,68398,718,806930,5,9347.05,10.1,6,19,0,204098,649242,0,0
0,0,0,78738,6240,536370,2,14034.92,10.5,15,14,0,138586,266112,0,0
0,0,0,99999999,730,772236,2,12098.44,14.3,57,13,1,67849,375848,1,0
0,0,0,43098,731,1805228,9,13494.18,16.9,5,26,0,31103,60324,0,0
0,1,0,67496,748,1224170,3,14894.1,26.5,34.97417954,10,0,166440,337546,0,0
1,0,0,267938,654,1253411,10,13682.85,10,10,5,1,81605,107118,1,0
0,0,0,129976,1130.805251,1375928.88,2,1440.39,28.7,81,6,0,25650,294030,0,0
1,0,0,593318,5930,1507080,10,5099.03,13.5,33,4,0,209779,499818,0,0
0,0,0,430188,747,1797438,3,958.74,11.3,34.97417954,10,0,39691,1351922,0,0
0,0,0,111034,739,479465,2,9609.25,18.2,29,6,1,49970,196834,1,0
1,0,1,769846,6820,6648670,10,77013.84,46,34.97417954,10,1,1130747,3059078,0,1
0,0,0,176132,741,855684,10,15188.41,20.6,82,6,0,226366,587664,0,0
0,0,0,99999999,696,982129,8,2283.42,18.5,34.97417954,4,0,29222,125312,0,0
0,0,0,49192,1130.805251,1375928.88,5,963.11,31.6,34.97417954,5,0,36746,87560,0,0
0,0,0,180224,1130.805251,1375928.88,3,7529.51,11.7,34.97417954,8,0,224542,501930,0,0
1,1,0,332486,726,1052847,10,4483.43,18.5,43,23,0,40109,682880,0,0
0,0,0,146366,1130.805251,1375928.88,4,13864.3,12.8,34.97417954,12,0,168454,263560,0,0
0,0,0,62370,7130,831060,2,2728.59,11.2,34.97417954,4,0,118522,202708,0,0
1,1,0,120230,7070,1690430,1,34090.18,13.8,16,11,0,777347,1018204,0,0
0,1,0,188518,699,764617,6,8793.2,14.3,35,12,1,24833,217800,0,1
1,0,1,202818,728,492366,1,7652.25,18.2,54,4,0,71440,428560,0,0
0,0,0,165616,738,673189,4,5054.38,10,34.97417954,4,0,215061,466312,0,0
1,0,0,226754,637,602547,10,16318.91,29.9,34.97417954,6,1,275310,375914,1,0
0,0,0,99999999,714,516496,7,14849.26,13.5,34.97417954,10,0,190551,546150,0,0
1,1,0,438724,665,1515592,5,10609.22,17.3,26,7,0,185440,282898,0,0
0,1,0,86614,1130.805251,1375928.88,10,29720.18,23.4,34.97417954,12,1,180405,446314,1,0
0,0,0,40282,740,889048,2,12817.02,13.7,34.97417954,5,0,147554,190256,0,0
0,1,0,109340,6980,1888410,10,19828.4,15.1,7,7,0,96805,144254,0,0
0,1,0,176484,737,2126119,4,34017.98,16,18,24,0,117667,293612,0,0
0,0,0,203896,721,813903,1,8410.35,10.8,7,14,0,45695,97064,0,0
0,0,0,64372,681,1204619,1,19575.13,14.5,34.97417954,7,0,274721,390324,0,0
0,1,0,224752,7350,1261676,6,27756.91,18.5,34.97417954,6,0,362045,480744,0,0
0,0,1,43186,742,932425,10,6154.1,30.5,3,14,0,15618,1129590,0,0
0,1,0,21802,732,263663,6,3054.06,11.8,34.97417954,10,0,9006,10912,0,0
1,0,1,546898,1130.805251,1375928.88,10,20185.6,18.4,34.97417954,11,0,733438,1516482,0,0
0,1,0,99999999,748,2675010,10,25858.62,14.7,34.97417954,18,0,313386,608850,0,0
1,1,0,235906,676,600894,10,6309.33,30.6,34.97417954,9,1,81320,416680,0,1
0,0,0,134134,7340,482657,4,10819.36,5.7,34.97417954,8,0,107863,138622,0,0
1,0,0,223718,1130.805251,1375928.88,1,2725.55,11.1,34.97417954,5,0,108585,322388,0,0
0,0,0,174394,743,1788584,10,18332.91,11.3,6,7,0,0,0,0,0
0,1,0,259336,719,1213150,10,7521.53,19.2,39,10,0,265297,341308,0,0
0,0,0,779174,1130.805251,1375928.88,10,3959.03,37.5,34.97417954,7,0,69350,1099978,0,0
