Corto Plazo,Casa con Hipoteca,Casa Propia,Monto de prestamo,Valor de credito,Ingreso Anual,Años en trabajo actual,Deuda Mensual,Historial Crediticio,Meses desde la ultima mora,Numero de cuentas abiertas,Nro de problemas crediticios,Balance de credito actual,Maximo monto de credito,Quiebras,Gravamenes fiscales
0,1,0,788414,1130.805251,1375928.88,1,59578.11,27.3,34.97417954,14,0,1132267,1764532,0,0
0,0,0,49830,706,1115851,4,9484.61,8,22,6,0,10184,46024,0,0
0,0,1,54186,734,350341,10,2770.58,23,72,5,0,126977,162470,0,0
0,0,1,223784,736,1062974,10,18513.6,13,34.97417954,11,0,235543,420860,0,0
0,1,0,220858,1130.805251,1375928.88,10,15655.05,11.7,21,12,0,247608,702680,0,0
0,1,0,125642,1130.805251,1375928.88,10,28620.65,14.2,34.97417954,15,0,533501,1109042,0,0
0,0,0,104918,732,1000464,7,10254.68,24.1,34.97417954,8,1,95266,439494,1,0
1,1,0,670362,1130.805251,1375928.88,2,29886.62,22.7,34.97417954,5,0,1216076,1578588,0,0
1,0,0,53966,698,242326,4,1565.03,9.1,34.97417954,2,0,6821,21582,0,0
0,0,0,432366,747,1166904,8,777.86,22.4,34.97417954,2,0,25517,4924216,0,0
0,0,0,336534,710,2131382,3,11243.06,12.7,20,15,0,127585,727760,0,0
0,0,0,106194,686,439489,3,3515.95,19.1,16,4,0,66329,103928,0,0
1,0,0,284438,596,1209692,5,25907.26,22.5,34.97417954,7,0,418855,613910,0,0
1,0,0,493042,690,1066869,2,8330.55,11,34.97417954,5,0,347054,398662,0,0
0,1,0,32736,709,1130766,10,10553.74,34.9,11,10,0,502113,886270,0,0
0,0,0,218240,7360,942400,4,20104.66,14.6,35,12,0,232237,305580,0,0
0,1,0,222376,739,1786076,10,8677.49,28.3,53,8,1,60952,162272,1,0
1,1,0,99999999,591,2160965,7,16819.37,16,48,7,0,118427,150194,0,0
0,0,0,146014,729,931247,6,12416.5,15.9,42,10,1,70680,103334,0,0
0,1,0,133034,1130.805251,1375928.88,10,22436.91,17,34.97417954,22,0,66861,512732,0,0
1,0,1,532972,1130.805251,1375928.88,2,6194.76,25.2,34.97417954,9,0,183616,1507858,0,0
1,0,0,403568,7010,1161774,3,13941.25,15.6,34.97417954,9,0,166155,470382,0,0
0,1,0,172964,706,1120278,10,8374.06,25.4,2,12,0,62985,166496,0,0
0,0,0,220616,744,1428990,6,12384.58,15,47,7,0,140809,275858,0,0
0,1,0,488598,742,1534440,2,4258.09,17.6,34.97417954,17,0,127129,2016476,0,0
0,0,0,99999999,702,855513,5,2773.43,7.1,25,6,0,26505,69432,0,0
0,1,0,97944,746,2130812,10,26812.61,30.5,34.97417954,10,0,993130,1377156,0,0
1,0,0,99999999,659,776264,1,14593.71,16.2,6,19,0,115102,307780,0,0
0,1,0,547580,746,1418730,3,9931.11,8.5,34.97417954,7,0,41534,593824,0,0
0,0,0,348964,744,1601111,1,3162.36,10,34.97417954,3,0,126293,580316,0,0
0,0,0,141460,704,695400,6,13270.55,10.6,85,7,0,105032,161062,0,0
0,1,0,269500,725,1551616,10,15904.14,16.5,34.97417954,7,0,313006,428890,0,0
0,0,0,108174,713,560481,1,9247.87,10,34.97417954,4,0,26467,56254,0,0
0,0,0,99999999,734,962426,3,11685.38,15.4,34.97417954,12,0,179740,433598,0,0
0,1,0,99999999,746,3285765,2,47095.87,26,34.97417954,10,0,1367145,2826802,0,0
0,0,0,88770,1130.805251,1375928.88,10,8082.22,16,37,11,0,335236,982696,0,0
1,1,0,99999999,725,1539931,7,4825.05,14.7,34.97417954,9,0,290339,647768,0,0
0,0,0,26620,713,749360,9,8055.81,19.5,15,6,0,94734,364430,0,0
0,0,0,110770,737,994821,8,14673.51,12.7,34.97417954,9,0,250933,394218,0,0
0,0,0,43252,712,1149462,2,17816.68,16.6,10,13,1,67108,248270,1,0
0,1,0,519860,745,6547590,4,43977.97,22,34.97417954,14,0,76969,2072422,0,0
0,1,0,26796,731,1543104,10,4822.2,7.1,34.97417954,9,0,97964,545358,0,0
0,0,0,47652,716,748296,10,12222.13,17,72,9,0,54967,197032,0,0
1,1,0,212498,632,1338113,10,35460.08,13.5,5,15,1,452048,894762,1,0
0,0,0,99999999,729,558372,2,3350.27,17,34.97417954,2,0,9082,15092,0,0
0,0,1,214896,723,1206348,10,33677.12,15.5,80,23,0,444429,940786,0,0
0,0,0,145156,1130.805251,1375928.88,1,12150.69,9.8,34.97417954,12,0,161785,666644,0,0
0,1,0,99999999,742,818634,10,23331.05,20.9,34.97417954,13,0,266551,820842,0,0
0,0,1,99999999,738,709726,4,7866.19,7.7,18,12,0,71307,313940,0,0
0,0,0,128942,736,1354966,4,3285.86,14,13,5,0,40508,79486,0,0
0,0,0,33594,1130.805251,1375928.88,1,15034.51,20.3,54,3,1,2185,15730,1,0
1,1,0,295724,671,889998,1,14239.93,12.2,15,9,1,101669,152284,0,0
0,0,0,177166,748,1338778,2,13276.25,18.3,34.97417954,9,0,67811,121748,0,0
0,0,0,125686,701,1046615,9,24595.69,21.2,34.97417954,12,0,233491,300718,0,0
0,0,0,99999999,748,2617326,1,13915.6,27.1,34.97417954,14,0,28272,317812,0,0
0,1,0,86416,1130.805251,1375928.88,5,2147.76,20.7,17,4,0,61978,82104,0,0
0,0,0,107492,669,1114008,10,27293.12,10.9,12,9,1,287470,492404,1,0
0,0,0,66814,749,288477,2,4250.3,11.4,34.97417954,10,0,0,0,0,0
0,0,1,230648,1130.805251,1375928.88,1,10898.4,21.5,34.97417954,5,0,403883,590480,0,0
0,0,0,88814,1130.805251,1375928.88,4,2684.51,15.4,34.97417954,4,0,62814,173184,0,0
0,0,0,177320,704,1665407,2,25397.3,33.5,26,21,0,388550,587356,0,0
1,1,0,267256,697,961685,2,12485.85,17.5,34.97417954,8,0,232275,436590,0,0
0,0,0,66880,714,308066,1,2747.02,8.1,38,5,0,24719,57948,0,0
0,1,0,25982,693,931057,6,18388.39,16.5,34.97417954,31,0,480092,937442,0,0
1,1,0,257444,615,1204372,10,6533.72,14.2,55,6,0,784206,1452858,0,0
0,0,0,215864,731,626392,2,1362.49,14.9,28,11,0,55043,211706,0.115540473,0
0,0,0,88286,717,953135,10,18983.28,10,26,6,0,11020,236258,0,0
0,0,0,99999999,706,1025924,10,7395.18,17.9,34.97417954,10,0,177004,513656,0,0
1,0,0,350482,671,2270196,4,41714.88,11,34.97417954,7,0,206473,280280,0,0
0,0,0,67210,707,1393175,3,22174.71,15,34.97417954,8,0,129238,283954,0,0
0,0,1,89848,710,1357797,10,26703.36,30.8,35,10,0,1017507,2517482,0,0
0,0,0,243606,709,751412,10,13462.83,11.5,49,10,0,77026,154572,0,0
0,1,0,89298,748,695153,10,6487.93,10.8,26,11,0,110352,572968,0,0
0,0,0,99999999,748,2140996,1,12382.11,9.3,34.97417954,17,0,134444,439714,0,0
0,1,0,21538,1130.805251,1375928.88,3,8659.82,18.4,67,14,0,276412,417824,0,0
0,0,0,225390,722,817551,7,5797.85,11.1,34.97417954,7,0,161747,340494,0,0
0,1,0,177716,690,1726587,3,21294.63,13.2,27,9,1,836589,1171302,1,0
0,0,0,67188,743,1160634,3,6538.28,17.4,31,4,0,52687,73964,0,0
0,1,0,269038,1130.805251,1375928.88,10,18757.75,14.2,48,11,0,382565,580580,0,0
1,0,0,341198,641,649249,5,8191.47,19.4,55,8,0,308940,391358,0,0
0,0,1,123992,708,860472,1,17496.34,21.7,32,17,0,527535,816596,0,0
0,0,1,258082,751,1207336,6,18210.74,22.4,34.97417954,6,0,5624,724086,0,0
0,0,0,44484,744,633840,3,8345.56,15.8,34.97417954,4,0,238355,309056,0,0
0,0,0,772926,684,2097942,2,17430.41,14,34.97417954,9,0,473651,1192268,0,0
0,1,0,173756,732,1219325,10,18899.3,25.2,21,8,0,369721,627704,0,0
1,0,0,222926,710,808621,3,22034.68,7.9,32,8,0,92606,187132,0,0
0,0,1,104412,1130.805251,1375928.88,1,3388.84,24.7,34.97417954,9,0,101175,1246212,0,0
1,1,0,461604,1130.805251,1375928.88,2,14814.68,10.1,15,13,1,265373,469106,1,0
0,1,0,103576,696,300276,2,1571.49,16.3,34.97417954,7,1,41116,321750,1,0
0,0,0,221716,723,10148546,3,58776.88,21.3,10,14,0,44821,75350,0,0
0,0,0,349602,7000,962996,10,9469.41,19.5,17,11,0,50787,94402,0,0
0,0,0,55462,670,1034721,1,16727.98,14.7,34.97417954,18,0,258457,308506,0,0
0,0,0,184756,711,713336,10,11235.08,16.7,34.97417954,13,1,16264,211486,1,0
0,0,0,104808,741,1508752,6,18733.62,36.2,31,9,0,117002,173470,0,0
0,1,0,153934,748,638077,3,1669.72,14.1,34.97417954,7,0,50445,197956,0,0
0,0,0,247368,718,622896,3,6073.16,17.8,34.97417954,5,0,260946,437272,0,0
1,0,0,299002,674,770032,1,7944.09,17.5,34.97417954,6,0,158004,450648,0,0
0,1,0,358622,720,1955081,2,46921.83,19.4,6,18,0,268109,732182,0,0
0,0,0,42922,748,355870,3,779.95,11,34.97417954,9,0,13642,222464,0,0
0,0,0,220330,1130.805251,1375928.88,5,9850.55,9.5,34.97417954,5,0,27493,402886,0,0
0,1,0,225258,693,972705,10,15076.88,18.3,48,6,0,34409,42790,0,0
0,1,0,64592,1130.805251,1375928.88,9,15756.32,17.1,34.97417954,8,0,88369,677600,0,0
0,1,0,215116,719,713412,7,5130.57,16.8,31,4,0,5054,6446,0,0
0,0,0,44616,719,2191023,6,36699.64,15.8,34.97417954,12,0,614232,789360,0,0
1,1,0,334136,706,1923750,9,36903.89,32.8,81,17,0,1207051,2008116,0,0
0,1,0,111210,736,2112990,1,35251.84,22,31,13,0,455810,840422,0,0
0,1,0,99999999,746,1401212,10,28724.58,13,34.97417954,12,0,242896,441518,0,0
0,1,0,429836,742,3563735,8,14641.02,31.3,17,14,0,167789,947738,0,0
0,1,0,337700,710,1069358,10,18267.93,10.6,9,19,0,139688,974402,0,0
0,1,0,338052,693,1167816,10,26665.17,15,34.97417954,8,0,410837,615406,0,0
1,0,0,262636,1130.805251,1375928.88,10,20561.23,13.2,2,14,0,171741,427636,0,0
1,1,0,221672,716,1435830,10,6676.6,15.4,34.97417954,12,1,198892,840488,1,0
0,0,0,32208,1130.805251,1375928.88,1,9193.72,11,34.97417954,9,0,76817,128920,0,0
0,0,0,225896,698,6534613,7,37356.28,20.5,51,11,0,279775,570350,0,0
0,0,1,99999999,748,505248,1,2265.18,20.2,34.97417954,8,0,111511,182116,0,0
1,0,1,89870,733,582084,1,543.21,10.7,34.97417954,5,0,19038,76252,0,0
1,1,0,349536,1130.805251,1375928.88,3,12732.47,15.4,34.97417954,15,0,83885,752928,0,0
0,1,0,320386,716,1825406,1,41527.73,27.3,34.97417954,19,0,588278,1292522,0,0
0,0,0,224818,701,835449,8,23044.53,11.8,34.97417954,9,0,525559,737638,0,0
0,1,0,93456,1130.805251,1375928.88,5,3154.57,8,32,4,0,36651,211156,0,0
0,0,0,52448,1130.805251,1375928.88,1,28626.54,15.9,81,13,0,118617,297264,0,0
1,0,0,222530,623,565269,1,10693.01,11.3,34.97417954,15,0,73492,133144,0,0
0,1,0,99999999,701,779323,3,22016.06,15.8,29,11,0,160493,257730,0,0
0,1,0,220022,725,855095,2,13111.33,18.8,34,15,0,176130,508574,0,0
0,0,1,305250,712,885058,2,12390.66,9.6,34.97417954,6,0,110903,135168,0,0
0,0,0,333278,733,2110691,2,5558.26,17.6,21,9,0,15295,361372,0,0
0,0,0,87340,735,848673,1,14003.19,16,73,10,0,183958,347468,0,0
0,0,0,99999999,748,1846515,3,3785.37,9,34.97417954,13,0,87837,794574,0,0
0,1,0,199122,736,611819,1,9483.28,16.2,34.97417954,6,0,134273,167530,0,0
0,1,0,122166,719,753616,6,2411.48,9.9,25,6,0,106533,321200,0,0
0,0,1,43428,7130,693937,1,6534.67,7.2,34.97417954,5,0,85063,133122,0,0
0,0,1,86394,713,671479,5,11655.74,15.4,83,4,0,6783,10802,0,0
0,1,0,217712,716,782173,7,4908.27,19,49,3,0,0,0,0,0
1,0,0,215688,1130.805251,1375928.88,6,7842.25,10.5,34.97417954,10,0,10108,292798,0,0
0,1,0,222750,740,3847500,10,51300,23.5,34.97417954,10,0,489478,803924,0,0
0,0,0,162404,1130.805251,1375928.88,1,3850.73,9.1,34.97417954,6,0,49248,60610,0,0
0,1,0,757834,1130.805251,1375928.88,10,14804.61,24.9,62,7,0,0,0,0,0
0,0,1,151448,1130.805251,1375928.88,10,6317.31,16.5,30,5,0,145749,227128,0,0
0,1,0,398970,1130.805251,1375928.88,10,5319.24,18.4,34.97417954,8,1,99275,577610,1,0
0,0,0,109780,725,958094,8,11816.48,17.6,21,6,0,0,0,0,0
0,0,0,352000,1130.805251,1375928.88,3,8597.5,11.6,34.97417954,8,0,293189,651596,0,0
1,0,0,227612,727,1134072,10,7654.91,15,8,14,1,67241,311388,1,0
0,1,0,110814,1130.805251,1375928.88,10,32214.31,32.7,9,19,0,654056,793870,0,0
0,0,0,277706,750,1713743,5,21707.31,19.2,28,11,0,62111,609400,0,0
0,1,0,86812,742,562362,3,6917.14,12,34.97417954,5,0,3762,36960,0,0
0,0,0,131164,737,815556,2,15631.3,21,30,4,0,9937,287452,0,0
0,0,0,49148,701,290928,1,4533.78,8.1,34.97417954,6,0,19722,44682,0,0
1,1,0,219406,721,1345352,2,13790.01,25.5,34.97417954,4,0,174192,291896,0,0
0,0,0,275242,1130.805251,1375928.88,10,13846.44,19.1,34.97417954,9,0,97128,128964,0,0
1,0,0,478126,6750,1215031,1,12251.39,13.9,31,17,0,356326,939840,0,0
1,1,0,496980,725,1437122,10,26586.51,26.8,13,18,0,514178,1477344,0,0
0,0,1,240218,747,982414,7,11003.09,14,34.97417954,9,0,138491,353210,0,0
0,0,0,35816,720,1198501,1,20074.83,13.5,34.97417954,13,0,413098,501380,0,0
1,0,0,400070,7310,729429,10,5434.38,12,34.97417954,7,0,234137,659604,0,0
1,0,1,334004,735,2403747,2,18548.75,11.6,68,16,0,97166,1323652,0,0
0,0,0,187066,748,1346359,6,10714.67,23.6,34.97417954,5,0,54245,118052,0,0
0,0,0,266266,730,1393650,5,2415.66,7.8,34.97417954,4,0,93328,129096,0,0
0,0,0,314996,1130.805251,1375928.88,2,15229.26,7.4,34.97417954,10,0,151563,379852,0,0
0,0,1,216964,1130.805251,1375928.88,10,28123.99,22,61,6,0,369208,449042,0,0
0,1,0,332640,1130.805251,1375928.88,3,3465.98,19.3,36,2,0,126179,183986,0,0
0,1,0,112728,747,681492,5,15072.32,18.7,34.97417954,21,1,170069,444510,1,0
0,0,0,179674,1130.805251,1375928.88,4,12664.64,13.3,20,8,0,201134,359942,0,0
0,0,0,99999999,742,913482,3,15833.84,10,34.97417954,10,0,46702,225280,0,0
0,1,0,121528,690,1564859,7,30905.97,20.9,13,10,0,338466,410806,0,0
0,0,0,99999999,739,1126453,4,6965.21,12.7,34.97417954,3,0,18829,369512,0,0
0,0,0,502744,711,992446,1,16143.92,30.4,34.97417954,7,1,417734,590590,1,0
0,1,0,86328,737,782914,5,593.75,20.5,22,4,0,589,53130,0,0
1,0,0,306504,619,778848,1,6620.17,13.2,34.97417954,11,1,63479,131032,1,0
0,0,1,48268,720,217911,1,4013.18,7.4,29,6,0,71782,138292,0,0
0,0,0,177958,1130.805251,1375928.88,1,12869.84,10.4,34.97417954,13,0,189012,915728,0,0
0,1,0,43010,1130.805251,1375928.88,10,22012.26,17.1,25,8,0,70167,228184,0,0
0,0,0,179476,721,2324916,9,2634.92,15.8,34.97417954,12,0,102296,940082,0,0
0,1,0,142560,747,837634,4,8585.72,9.2,34.97417954,6,0,10602,511698,0,0
0,1,0,32582,744,480681,4,1089.46,27.3,34.97417954,2,0,9956,245322,0,0
0,0,0,64658,1130.805251,1375928.88,3,28637.94,13.9,34.97417954,13,0,268394,422224,0,0
0,0,0,123750,735,1009223,3,12766.48,15.3,43,5,0,152171,188232,0,0
0,0,0,158092,1130.805251,1375928.88,6,8320.48,8.7,34.97417954,7,0,143051,347226,0,0
1,1,0,262790,737,2647764,10,18313.72,23.3,34.97417954,19,0,191729,1206590,0,0
1,1,0,420750,6300,726769,1,9993.05,15,34.97417954,17,0,89015,436700,0,0
0,1,0,154044,665,1235380,4,21207.04,7.8,34.97417954,9,0,373958,519178,0,0
1,0,0,420376,620,1285806,2,7521.91,7.6,34.97417954,5,0,203129,466686,0,0
0,0,0,112618,1130.805251,1375928.88,9,2567.66,19.2,34.97417954,3,0,90953,489874,0,0
0,0,0,110638,742,687895,2,5732.49,18.5,34.97417954,11,0,101593,597168,0,0
0,0,0,112332,1130.805251,1375928.88,2,698.25,17.4,34,2,0,38380,56188,0,0
0,0,1,80828,693,446006,1,1843.57,7.8,34.97417954,7,0,88806,121264,0,0
0,1,0,787248,1130.805251,1375928.88,1,8935.7,13.6,11,6,1,98572,384274,0,1
1,0,0,519288,7080,1532293,3,20941.42,12,1,14,0,31293,458766,0,0
0,0,0,99999999,708,1159380,5,811.49,22.5,8,5,0,29165,67122,0,0
0,0,0,108548,733,1312311,1,21106.34,14.5,34.97417954,11,0,403864,496980,0,0
0,0,0,366190,1130.805251,1375928.88,4,14510.3,16.4,26,10,0,94696,305404,0,0
0,1,0,155254,730,1448028,10,15928.46,18.7,34.97417954,14,1,282131,540870,1,0
0,1,0,99999999,731,1434405,10,8319.53,14.9,58,8,0,181317,292380,0,0
1,1,0,531740,691,2985052,9,23109.13,21.2,12,14,0,318117,625372,0,0
0,1,0,22198,720,671118,10,6487.36,40.6,39,13,1,61522,155496,1,0
1,1,0,336776,639,1048971,1,12849.89,9.3,34.97417954,7,0,173983,229702,0,0
0,0,0,407000,693,802788,10,3311.51,18.4,63,5,0,180823,360998,0,0
0,0,0,38720,695,483075,8,10426.63,8.2,34.97417954,7,0,110086,230098,0,0
0,0,0,99999999,709,1481373,4,24936.36,18.7,19,10,1,340233,425898,0,0
0,0,0,65362,692,658483,1,11468.59,14.9,34.97417954,14,0,113981,545336,0,0
0,0,0,40216,745,231553,4,3743.57,20,34.97417954,4,0,33991,98428,0,0
0,0,0,212520,693,764788,10,21732.77,20,34.97417954,15,0,581533,737506,0,0
0,1,0,238700,1130.805251,1375928.88,10,20481.24,26.5,4,13,0,221616,483252,0,0
0,1,0,206844,1130.805251,1375928.88,9,11502.79,24.5,34.97417954,7,0,637602,1337446,0,0
0,1,0,186824,696,688047,1,14449.12,14,45,9,0,92131,119878,0,0
0,0,0,86416,737,839705,2,2421.17,25,72,7,0,49457,181764,0,0
1,0,0,395648,674,2277948,8,44989.53,19.7,28,12,0,308522,463958,0,0
0,0,1,174658,736,1791282,10,8090.58,20.8,34.97417954,8,2,188670,730642,1,0
0,0,0,65824,723,1440105,10,9828.7,17.6,18,8,0,10659,220594,0,0
1,0,0,224224,727,1549260,10,8172.28,15.1,24,5,1,43225,152592,0,0
0,0,0,26774,645,481840,8,13852.9,15.2,34.97417954,8,0,215992,361416,0,0
0,1,0,105556,1130.805251,1375928.88,10,7016.13,19,34.97417954,20,0,241319,1462934,0,0
1,0,0,356334,644,1269428,9,13646.37,18.2,47,9,0,200602,643434,0,0
0,0,0,99999999,731,818957,1,18085.53,22,32,8,1,61750,160644,0,1
0,0,0,218416,1130.805251,1375928.88,3,6811.12,8.3,8,10,0,107065,237952,0,0
0,0,0,218702,714,868851,10,20924.51,37.6,34.97417954,10,1,113392,291742,1,0
0,1,0,267124,7060,1480271,10,42434.22,25.8,6,14,0,187397,410168,0,0
0,1,0,173272,724,1708746,10,22640.97,27.4,44,29,1,209285,530244,1,0
1,1,0,764302,649,1471037,10,28807.8,16.2,4,8,0,386745,1408220,0,0
0,0,0,219912,7450,569772,7,3855.48,14.6,34.97417954,15,0,302936,1420078,0,0
0,1,0,187748,728,806246,3,4575.39,19.2,71,5,0,146186,216744,0,0
1,0,0,344674,710,1339538,10,34046.86,15.7,34.97417954,31,0,472112,691988,0,0
0,1,0,37224,746,1191015,10,12138.53,24,31,5,0,174021,223388,0,0
1,1,0,440440,743,2662660,10,25738.92,34.9,114,9,2,392635,4995848,0,2
1,1,0,265430,743,2196723,7,17317.55,29.2,80,13,0,191596,894564,0,0
1,0,0,268840,599,750500,10,15697.99,16.5,34.97417954,10,0,117420,419628,0,0
0,0,0,227722,673,578892,10,13314.63,22.3,34.97417954,11,0,167124,435798,0,0
0,1,0,112420,742,601901,10,4097.92,35,43,7,2,159220,330374,0,2
0,1,0,113872,680,1966709,6,39989.87,21.1,24,15,0,359157,486398,0,0
0,0,0,321464,684,722570,6,13126.72,12.5,7,14,0,231819,398244,0,0
0,0,0,54120,1130.805251,1375928.88,1,2951.27,29.5,34.97417954,11,1,48203,328306,1,0
0,0,0,246840,705,930240,3,18759.84,8.6,34.97417954,9,0,182875,262702,0,0
0,1,0,131516,749,1703844,7,13062.88,33.2,28,11,0,152,175362,0,0
0,0,0,330924,741,725534,10,7074.08,21.6,34.97417954,6,0,210406,316404,0,0
0,0,0,167090,727,788823,1,20114.73,24.4,34.97417954,7,0,322734,731324,0,0
0,0,0,135256,744,2725702,3,18671.11,30.9,19,10,0,118446,1023528,0,0
0,0,0,108482,736,562077,1,281.01,11.9,34.97417954,14,0,14364,396176,0,0
0,1,0,133342,1130.805251,1375928.88,1,18426.01,18.1,34.97417954,10,0,397651,640398,0,0
0,0,0,87406,718,696863,7,9872.21,7.8,34.97417954,7,0,187169,652762,0,0
0,0,0,561440,1130.805251,1375928.88,1,8442.08,9.5,34.97417954,6,0,35492,391468,0,0
1,0,0,536338,6970,1158012,10,19879.13,15,9,29,0,59812,134222,0,0
0,0,1,322190,707,6492395,1,100091.05,26,34.97417954,19,0,1169773,1406526,0,0
0,0,0,88616,1130.805251,1375928.88,2,11106.64,18.8,8,8,0,472036,828124,0,0
0,0,0,233750,714,1057445,1,19738.91,13.8,34.97417954,13,0,265278,535128,0,0
0,0,0,657162,730,1167265,3,4221.61,17,60,12,1,89129,607046,1,0
0,0,0,245696,738,1138157,2,11647.19,15.8,44,5,0,39957,189596,0,0
0,1,0,65186,733,656830,4,10180.77,15.6,34.97417954,12,0,157035,506484,0,0
0,0,0,44550,1130.805251,1375928.88,3,4021.35,12.4,34.97417954,7,1,156978,336600,0,0
0,0,0,110550,1130.805251,1375928.88,3,11891.34,6.3,34.97417954,7,0,142253,247698,0,0
0,0,0,44682,1130.805251,1375928.88,2,1255.71,11.9,80,8,0,28082,55902,0,0
0,0,0,267300,1130.805251,1375928.88,4,16682.19,10,63,19,0,353210,710006,0,0
0,0,1,332354,1130.805251,1375928.88,3,30631.8,16.5,34.97417954,11,0,405270,485298,0,0
0,0,0,65714,1130.805251,1375928.88,4,1704.87,14.9,50,3,0,33250,120340,0,0
0,0,0,134948,735,621566,10,8080.32,12.3,52,5,1,32072,123772,1,0
0,1,0,30294,700,1027653,10,23807.38,23.2,58,11,0,400368,489016,0,0
0,1,0,65516,749,1019768,1,1036.64,10.2,34.97417954,8,0,31825,283382,0,0
0,0,0,721138,729,3019632,10,15022.73,24.5,44,10,0,198626,827332,0,0
0,1,0,42966,713,400672,1,5379.09,9.4,34.97417954,3,0,196612,354596,0,0
1,0,0,525998,7000,1514224,8,8593.13,13.3,19,13,0,25175,91960,0,0
0,1,0,35222,678,665608,6,12369.19,33.9,34.97417954,10,0,153710,561462,0,0
0,0,0,99999999,751,1370280,9,31288.06,17.2,34.97417954,20,0,3914,98318,0,0
0,0,0,232188,741,1134357,8,8460.51,13,58,17,0,55955,736230,0,0
0,0,0,110572,746,203737,1,439.85,16,34.97417954,4,0,21736,99462,0,0
1,0,0,215424,6300,694697,10,16962.44,12.3,62,16,1,186314,414854,1,0
0,0,0,78342,695,751716,2,1183.89,13.7,10,2,0,11286,17402,0,0
0,0,0,455114,703,1112412,2,19096.33,17,16,13,0,12426,92202,0,0
0,1,0,109560,737,1456996,6,7175.92,27.1,34.97417954,10,0,326268,878592,0,0
1,1,0,257488,715,832542,5,11794.44,20.2,34.97417954,9,0,199158,1356454,0,0
0,0,0,85888,1130.805251,1375928.88,1,24320.57,16.3,34.97417954,13,0,509029,1061962,0,0
0,1,0,216568,736,2805540,1,33432.78,28.4,26,11,0,732716,1056550,0,0
0,1,0,274406,1130.805251,1375928.88,10,15610.4,13.7,67,6,0,149644,236060,0,0
0,0,0,88990,695,384256,3,10150.75,13.9,34.97417954,10,0,257906,1189782,0,0
1,1,0,583044,660,650712,8,2131.04,16.5,67,5,0,164274,257730,0,0
0,0,0,197802,739,1216855,6,27176.27,9.8,34.97417954,7,0,139859,193028,0,0
0,1,0,264044,746,570114,7,5986.14,18.7,34.97417954,8,0,44004,1061720,0,0
0,0,0,175428,731,908998,7,666.52,9.9,34.97417954,4,0,66956,369204,0,0
0,1,0,321948,745,1631207,1,23924.42,17.9,34.97417954,11,0,388493,1263570,0,0
0,0,0,32230,710,834822,10,13357.19,13.3,38,12,0,166117,390940,0,0
0,1,0,99999999,749,1138366,4,6887.12,16.2,34.97417954,7,0,38323,218636,0,0
0,0,0,54714,748,1077471,6,15803.06,12,75,11,0,11533,82940,0,0
0,0,0,55924,692,631598,6,17210.96,33.4,34.97417954,11,0,235752,359194,0,0
0,0,0,224444,696,1060523,8,29694.91,16.6,34.97417954,10,0,540949,655182,0,0
0,0,1,209836,743,371754,6,6691.61,10.1,34.97417954,8,0,99123,178508,0,0
0,0,0,72512,703,702069,3,10180.01,11.8,27,10,0,34314,150524,0,0
0,0,0,561726,729,2056902,1,14432.59,16.6,34.97417954,3,0,78432,119042,0,0
1,0,1,427306,7040,771856,5,10098.31,11.6,34.97417954,8,0,151639,285956,0,0
0,1,0,556050,1130.805251,1375928.88,5,45427.67,12,23,9,0,575282,805464,0,0
1,1,0,253066,657,1188184,5,13367.07,16,39,10,0,77919,152394,0,0
1,0,0,55682,706,230831,1,846.45,10.4,21,5,0,26296,102520,0,0
0,0,0,67144,680,775162,1,11110.63,32.7,34.97417954,8,0,445512,642400,0,0
1,0,0,276474,720,904723,1,7147.42,11.6,34.97417954,24,0,76057,148984,0,0
1,0,1,202268,687,1009337,10,6291.47,17.8,9,4,0,262485,438592,0,0
0,0,0,756140,714,1679220,5,24208.85,9.5,34.97417954,11,0,248995,553366,0,0
0,0,0,191290,1130.805251,1375928.88,10,19687.42,12,16,7,0,140790,214214,0,0
0,1,0,119636,1130.805251,1375928.88,10,10012.62,22.1,33,5,1,196802,340626,1,0
0,1,0,99999999,716,1315636,10,31794.6,16.4,34.97417954,11,0,965732,1550934,0,0
0,1,0,104720,680,2072653,2,58552.49,16.7,19,16,0,335255,650254,0,0
1,0,0,573276,673,1359127,7,21972.55,13.9,34.97417954,8,0,131746,622600,0,0
0,0,1,21736,722,844493,2,18367.49,12.8,29,10,0,284354,417296,0,0
0,1,0,334334,1130.805251,1375928.88,10,14846.6,16.3,34.97417954,4,0,121410,140580,0,0
0,0,0,389752,693,1121988,1,16362.42,8,34.97417954,11,0,312189,656040,0,0
0,0,0,73260,721,369911,4,5086.49,9,34.97417954,12,0,104937,310772,0,0
1,0,0,314358,669,886122,10,9156.67,23.4,34.97417954,6,1,115121,257818,1,0
1,1,0,99999999,703,1376474,4,16058.99,16.2,68,13,1,22724,496606,1,0
0,1,0,758846,1130.805251,1375928.88,10,22478.71,26.5,13,24,0,557289,1641970,0,0
0,1,0,43538,730,1222042,2,5794.43,6.5,34.97417954,7,0,0,0,0,0
0,0,1,38126,680,658483,3,1316.89,7.8,47,7,0,14174,54494,0,0
0,0,0,99999999,733,560481,3,8640.63,13.9,19,10,0,61617,174438,0,0
0,1,0,177100,736,1376474,10,8889.72,17,46,5,1,47880,68596,0,0
0,0,1,437448,750,1038939,5,3887.4,15.6,34.97417954,7,0,35606,710864,0,0
